month,location_id,location_name,city,region,store_format,product_id,product_name,category,subcategory,vendor_name,units_sold,transactions_count,revenue,discount_amount,cogs,labor_cost,packaging_cost,overhead_allocated,total_cost,total_cost_clean,gross_profit,gross_margin_pct,food_cost_pct,waste_units,waste_cost,waste_pct_revenue,actual_unit_cost,prior_unit_cost,vendor_cost_change_pct,standard_vs_actual_cost_variance,performance_flag,priority_label
2025-10,LOC004,Mississauga,Mississauga,Ontario,Suburban,P025,Takeout Container,Disposables,Packaging,TrueServe Packaging,1444,31,722.0,0.0,311.16,14.87,7.22,79.42,412.67,412.6700000000001,309.3299999999999,0.4284349030470913,0.4309695290858726,17,3.06,0.004238227146814404,0.18,0.18,0.0,0.0,Healthy,Monitor
2025-10,LOC004,Mississauga,Mississauga,Ontario,Suburban,P026,Drink Lid,Disposables,Packaging,TrueServe Packaging,1495,31,299.0,0.0,89.51,6.16,2.99,32.89,131.55,131.55,167.45,0.5600334448160534,0.2993645484949833,18,0.9,0.0030100334448160534,0.05,0.05,0.0,0.0,Healthy,Monitor
2025-10,LOC004,Mississauga,Mississauga,Ontario,Suburban,P027,Napkin Pack,Disposables,Supplies,TrueServe Packaging,1374,31,206.1,0.0,49.38,4.25,2.06,22.67,78.35,78.36000000000001,127.73999999999998,0.6197962154294031,0.2395924308588064,17,0.51,0.0024745269286754004,0.03,0.03,0.0,0.0,Healthy,Monitor
2025-10,LOC004,Mississauga,Mississauga,Ontario,Suburban,P028,Cutlery Set,Disposables,Supplies,TrueServe Packaging,1360,31,476.0,0.0,146.63,9.81,4.76,52.36,213.56,213.56,262.44,0.551344537815126,0.30804621848739494,17,1.53,0.0032142857142857142,0.09,0.09,0.0,0.0,Healthy,Monitor
2025-10,LOC005,Vaughan,Vaughan,Ontario,Suburban,P001,Grilled Chicken Breast,Proteins,Chicken,Prime Protein Partners,745,604,10720.86,446.69,9528.11,1715.34,235.86,1179.29,12658.6,12658.600000000002,-1937.7400000000016,-0.18074482830668448,0.8887449327759154,23,234.14,0.021839665847702514,10.18,9.81,3.77,5.38,Low Margin,Medium Priority
2025-10,LOC005,Vaughan,Vaughan,Ontario,Suburban,P002,Beef Striploin,Proteins,Beef,Prime Protein Partners,614,629,11193.53,466.33,11365.23,1790.96,246.26,1231.29,14633.74,14633.739999999998,-3440.2099999999973,-0.3073391503841949,1.0153392182805603,23,336.72,0.030081663246536168,14.64,14.1,3.83,7.74,Low Margin,Medium Priority
2025-10,LOC005,Vaughan,Vaughan,Ontario,Suburban,P003,Salmon Fillet,Proteins,Fish,Prime Protein Partners,549,578,10272.1,427.91,10397.19,1643.54,225.99,1129.93,13396.64,13396.65,-3124.5499999999993,-0.30417830823298053,1.0121776462456558,19,285.38,0.027782050408387767,15.02,14.47,3.8,7.92,Low Margin,Medium Priority
2025-10,LOC005,Vaughan,Vaughan,Ontario,Suburban,P004,Turkey Slices,Proteins,Turkey,Prime Protein Partners,634,482,8514.93,354.73,7093.58,1362.39,187.33,936.64,9579.94,9579.939999999999,-1065.0099999999984,-0.12507560250054883,0.8330755508266069,20,178.0,0.020904458404238203,8.9,8.57,3.85,4.7,Low Margin,Medium Priority
2025-10,LOC005,Vaughan,Vaughan,Ontario,Suburban,P005,Tofu Cubes,Proteins,Plant,Maple Fresh Foods,509,327,5858.9,244.01000000000002,2348.13,937.42,128.9,644.48,4058.93,4058.9300000000003,1799.9699999999993,0.3072197852839269,0.4007800098994692,16,58.72,0.010022359145914763,3.67,3.63,1.1,0.5699999999999998,Healthy,Monitor
2025-10,LOC005,Vaughan,Vaughan,Ontario,Suburban,P006,Mixed Greens,Produce,Leafy,Green Harvest Produce,791,343,6130.5599999999995,189.53,3116.48,796.97,122.61,674.36,4710.42,4710.42,1420.1399999999994,0.23164931099279668,0.5083516024637228,26,81.38,0.013274480634721787,3.13,3.06,2.29,1.0299999999999998,Watchlist,Medium Priority
2025-10,LOC005,Vaughan,Vaughan,Ontario,Suburban,P007,Cherry Tomatoes,Produce,Tomatoes,Green Harvest Produce,727,279,4929.37,152.36,2491.97,640.82,98.59,542.23,3773.6,3773.61,1155.7599999999998,0.23446403901512766,0.505535190095286,22,60.06,0.012184112777089163,2.73,2.67,2.25,0.9299999999999999,Watchlist,Medium Priority
2025-10,LOC005,Vaughan,Vaughan,Ontario,Suburban,P008,Avocado Slices,Produce,Avocado,Green Harvest Produce,594,292,5179.99,160.07,3262.51,673.4,103.6,569.8,4609.31,4609.31,570.6799999999994,0.11017009685346871,0.6298294012150604,20,87.2,0.01683400933206435,4.36,4.26,2.35,1.4600000000000004,Low Margin,Medium Priority
2025-10,LOC005,Vaughan,Vaughan,Ontario,Suburban,P009,Roasted Vegetables,Produce,Hot Veg,Green Harvest Produce,672,274,4882.3099999999995,150.97,2825.2,634.7,97.65,537.05,4094.6,4094.5999999999995,787.71,0.16133961178212775,0.5786605111105194,20,67.0,0.013723012262637974,3.35,3.27,2.45,1.15,Low Margin,Medium Priority
2025-10,LOC005,Vaughan,Vaughan,Ontario,Suburban,P010,Fruit Cup,Produce,Fruit,Green Harvest Produce,577,188,3352.66,103.57,2149.99,435.85,67.05,368.79,3021.68,3021.68,330.98,0.0987216120930843,0.6412788651399187,19,56.24,0.016774740057148654,2.96,2.89,2.42,1.01,Low Margin,Medium Priority
2025-10,LOC005,Vaughan,Vaughan,Ontario,Suburban,P011,Bottled Water,Beverages,Cold,Northern Supply Co,1795,295,5259.66,107.39,1852.97,420.77,94.67,578.56,2946.98,2946.97,2312.69,0.43970332683101193,0.3522984375415902,26,22.36,0.004251225364377165,0.86,0.85,1.18,0.20999999999999996,Healthy,Monitor
2025-10,LOC005,Vaughan,Vaughan,Ontario,Suburban,P012,Sparkling Water,Beverages,Cold,Northern Supply Co,1566,300,5356.03,109.31,1992.92,428.48,96.41,589.16,3106.98,3106.97,2249.06,0.419911763003568,0.37208902862754695,23,24.38,0.004551878910312303,1.06,1.05,0.95,0.21000000000000008,Healthy,Monitor
2025-10,LOC005,Vaughan,Vaughan,Ontario,Suburban,P013,Iced Tea,Beverages,Cold,Northern Supply Co,1662,364,6498.73,132.65,2314.07,519.9,116.98,714.86,3665.8,3665.8100000000004,2832.919999999999,0.4359190180235214,0.35608034185140797,24,27.84,0.004283913933953249,1.16,1.15,0.87,0.20999999999999996,Healthy,Monitor
2025-10,LOC005,Vaughan,Vaughan,Ontario,Suburban,P014,Coffee,Beverages,Hot,Northern Supply Co,1923,298,5257.88,107.29,1524.35,420.63,94.64,578.37,2617.99,2617.9900000000002,2639.89,0.5020825884196672,0.28991722899723843,29,19.14,0.003640250443144385,0.66,0.65,1.54,0.10999999999999999,Healthy,Monitor
2025-10,LOC005,Vaughan,Vaughan,Ontario,Suburban,P015,Fresh Juice,Beverages,Cold,Green Harvest Produce,1329,366,6499.12,132.59,3591.33,519.93,116.98,714.9,4943.14,4943.139999999999,1555.9800000000005,0.23941395142727023,0.5525871194869459,20,45.0,0.0069240143280936495,2.25,2.21,1.81,0.6499999999999999,Watchlist,Medium Priority
2025-10,LOC005,Vaughan,Vaughan,Ontario,Suburban,P016,French Fries,Sides,Potato,Maple Fresh Foods,1521,416,7362.03,227.7,2804.16,736.2,139.88,809.82,4490.07,4490.0599999999995,2871.9700000000003,0.3901057181239414,0.38089494337838886,28,42.84,0.005819047192146732,1.53,1.51,1.32,0.22999999999999998,Healthy,Monitor
2025-10,LOC005,Vaughan,Vaughan,Ontario,Suburban,P017,Rice Pilaf,Sides,Rice,Maple Fresh Foods,1248,303,5435.46,168.06,1989.77,543.55,103.27,597.9,3234.49,3234.49,2200.9700000000003,0.404928009772862,0.3660720527793416,26,34.32,0.006314093011447053,1.32,1.3,1.54,0.21999999999999997,Healthy,Monitor
2025-10,LOC005,Vaughan,Vaughan,Ontario,Suburban,P018,Mashed Potatoes,Sides,Potato,Maple Fresh Foods,1230,325,5714.94,176.76,2179.36,571.49,108.58,628.64,3488.08,3488.07,2226.8699999999994,0.38965763420088395,0.38134433607351964,23,33.81,0.005916072609686192,1.47,1.46,0.68,0.21999999999999997,Healthy,Monitor
2025-10,LOC005,Vaughan,Vaughan,Ontario,Suburban,P019,Mac and Cheese,Sides,Pasta,Maple Fresh Foods,1060,349,6158.91,190.49,2852.27,615.89,117.02,677.48,4262.66,4262.66,1896.25,0.3078872722608384,0.46311279106205483,21,46.83,0.0076036181726961425,2.23,2.21,0.9,0.3799999999999999,Healthy,Monitor
2025-10,LOC005,Vaughan,Vaughan,Ontario,Suburban,P020,Dinner Roll,Sides,Bakery,Maple Fresh Foods,1416,195,3420.09,105.78,1210.55,342.01,64.98,376.21,1993.75,1993.75,1426.3400000000001,0.41704750459783224,0.35395267376004724,25,17.75,0.005189921902639989,0.71,0.7,1.43,0.10999999999999999,Healthy,Monitor
2025-10,LOC005,Vaughan,Vaughan,Ontario,Suburban,P021,Chocolate Brownie,Desserts,Baked,Maple Fresh Foods,405,105,1940.1799999999998,80.77,669.47,174.62,31.04,213.42,1088.55,1088.55,851.6299999999999,0.43894380933727795,0.3450556133966952,8,10.96,0.005648960405735551,1.37,1.35,1.48,0.2200000000000002,Healthy,Monitor
2025-10,LOC005,Vaughan,Vaughan,Ontario,Suburban,P022,Cheesecake Slice,Desserts,Cake,Maple Fresh Foods,357,119,2052.8,85.63,816.06,184.75,32.84,225.81,1259.46,1259.4599999999998,793.3400000000004,0.386467264224474,0.3975350740452065,6,11.4,0.005553390491036632,1.9,1.88,1.06,0.25,Healthy,Monitor
2025-10,LOC005,Vaughan,Vaughan,Ontario,Suburban,P023,Fruit Parfait,Desserts,Cold,Green Harvest Produce,339,99,1786.53,74.58,779.67,160.79,28.58,196.52,1165.56,1165.56,620.97,0.34758442343537477,0.4364158452418935,6,11.46,0.0064146697788450245,1.91,1.88,1.6,0.51,Healthy,Monitor
2025-10,LOC005,Vaughan,Vaughan,Ontario,Suburban,P024,Cookie Pack,Desserts,Baked,Maple Fresh Foods,434,96,1662.5,69.16,605.28,149.62,26.6,182.88,964.38,964.38,698.12,0.4199218045112782,0.3640781954887218,7,8.12,0.004884210526315789,1.16,1.15,0.87,0.20999999999999996,Healthy,Monitor
2025-10,LOC005,Vaughan,Vaughan,Ontario,Suburban,P025,Takeout Container,Disposables,Packaging,TrueServe Packaging,1298,31,649.0,0.0,279.64,12.98,6.49,71.39,370.5,370.5,278.5,0.4291217257318952,0.43087827426810477,15,2.7,0.004160246533127889,0.18,0.18,0.0,0.0,Healthy,Monitor
2025-10,LOC005,Vaughan,Vaughan,Ontario,Suburban,P026,Drink Lid,Disposables,Packaging,TrueServe Packaging,1353,31,270.59999999999997,0.0,80.99,5.41,2.71,29.77,118.87,118.87999999999998,151.71999999999997,0.560679970436068,0.2992978566149298,16,0.8,0.0029563932002956398,0.05,0.05,0.0,0.0,Healthy,Monitor
2025-10,LOC005,Vaughan,Vaughan,Ontario,Suburban,P027,Napkin Pack,Disposables,Supplies,TrueServe Packaging,1262,31,189.3,0.0,45.29,3.79,1.89,20.82,71.8,71.78999999999999,117.51000000000002,0.6207606973058638,0.23924986793449549,14,0.42,0.002218700475435816,0.03,0.03,0.0,0.0,Healthy,Monitor
2025-10,LOC005,Vaughan,Vaughan,Ontario,Suburban,P028,Cutlery Set,Disposables,Supplies,TrueServe Packaging,1215,31,425.25,0.0,130.87,8.51,4.25,46.78,190.41,190.41,234.84,0.5522398589065256,0.3077483833039389,14,1.26,0.002962962962962963,0.09,0.09,0.0,0.0,Healthy,Monitor
2025-10,LOC006,Hamilton,Hamilton,Ontario,Suburban,P001,Grilled Chicken Breast,Proteins,Chicken,Prime Protein Partners,573,512,8159.83,429.44,7443.83,1370.85,179.52,951.44,9945.64,9945.640000000001,-1785.8100000000013,-0.21885382416055252,0.9122530738998239,27,274.86,0.033684525290355316,10.18,9.81,3.77,5.38,Low Margin,Medium Priority
2025-10,LOC006,Hamilton,Hamilton,Ontario,Suburban,P002,Beef Striploin,Proteins,Beef,Prime Protein Partners,466,533,8406.95,442.39,8688.96,1412.37,184.95,980.25,11266.53,11266.529999999999,-2859.579999999998,-0.34014476117973796,1.0335448646655443,21,307.44,0.03656974289129827,14.64,14.1,3.83,7.74,Low Margin,Medium Priority
2025-10,LOC006,Hamilton,Hamilton,Ontario,Suburban,P003,Salmon Fillet,Proteins,Fish,Prime Protein Partners,419,485,7758.02,408.29,7999.24,1303.35,170.68,904.59,10377.85,10377.86,-2619.84,-0.33769441171845394,1.031092985065777,18,270.36,0.03484909809461693,15.02,14.47,3.8,7.92,Low Margin,Medium Priority
2025-10,LOC006,Hamilton,Hamilton,Ontario,Suburban,P004,Turkey Slices,Proteins,Turkey,Prime Protein Partners,484,406,6432.67,338.49,5499.15,1080.69,141.52,750.05,7471.41,7471.410000000001,-1038.7400000000007,-0.16147882605512184,0.8548783009232558,23,204.7,0.03182193397143021,8.9,8.57,3.85,4.7,Low Margin,Medium Priority
2025-10,LOC006,Hamilton,Hamilton,Ontario,Suburban,P005,Tofu Cubes,Proteins,Plant,Maple Fresh Foods,385,277,4385.46,230.69,1802.47,736.76,96.48,511.34,3147.05,3147.05,1238.4099999999999,0.2823899887355032,0.41101047552594255,18,66.06,0.01506341410023122,3.67,3.63,1.1,0.5699999999999998,Watchlist,Medium Priority
2025-10,LOC006,Hamilton,Hamilton,Ontario,Suburban,P006,Mixed Greens,Produce,Leafy,Green Harvest Produce,597,286,4579.3,190.73,2361.2,625.07,91.59,533.95,3611.81,3611.8100000000004,967.4899999999998,0.21127464896381537,0.5156246587906448,22,68.86,0.015037232764833052,3.13,3.06,2.29,1.0299999999999998,Watchlist,Medium Priority
2025-10,LOC006,Hamilton,Hamilton,Ontario,Suburban,P007,Cherry Tomatoes,Produce,Tomatoes,Green Harvest Produce,548,233,3677.39,153.13,1889.77,501.96,73.55,428.78,2894.06,2894.0600000000004,783.3299999999995,0.21301248983654153,0.5138889266572215,20,54.6,0.014847486940465929,2.73,2.67,2.25,0.9299999999999999,Watchlist,Medium Priority
2025-10,LOC006,Hamilton,Hamilton,Ontario,Suburban,P008,Avocado Slices,Produce,Avocado,Green Harvest Produce,455,244,3926.96,163.49,2513.31,536.03,78.54,457.88,3585.76,3585.76,341.1999999999998,0.08688654837329635,0.6400141585348462,18,78.48,0.0199849247254874,4.36,4.26,2.35,1.4600000000000004,Low Margin,Medium Priority
2025-10,LOC006,Hamilton,Hamilton,Ontario,Suburban,P009,Roasted Vegetables,Produce,Hot Veg,Green Harvest Produce,517,236,3717.54,154.79,2192.38,507.44,74.35,433.47,3207.64,3207.6400000000003,509.89999999999964,0.13716059544752704,0.5897394513576183,20,67.0,0.018022670906029256,3.35,3.27,2.45,1.15,Low Margin,Medium Priority
2025-10,LOC006,Hamilton,Hamilton,Ontario,Suburban,P010,Fruit Cup,Produce,Fruit,Green Harvest Produce,438,158,2518.8,104.82,1648.56,343.82,50.38,293.69,2336.45,2336.45,182.35000000000036,0.0723955851993014,0.6545021438780371,19,56.24,0.022328092742575828,2.96,2.89,2.42,1.01,Low Margin,Medium Priority
2025-10,LOC006,Hamilton,Hamilton,Ontario,Suburban,P011,Bottled Water,Beverages,Cold,Northern Supply Co,1413,256,4098.04,126.82,1466.3,344.24,73.76,477.83,2362.13,2362.13,1735.9099999999999,0.42359518208704644,0.35780519467843164,28,24.08,0.005875979736654596,0.86,0.85,1.18,0.20999999999999996,Healthy,Monitor
2025-10,LOC006,Hamilton,Hamilton,Ontario,Suburban,P012,Sparkling Water,Beverages,Cold,Northern Supply Co,1226,259,4150.42,128.32,1563.99,348.64,74.71,483.94,2471.27,2471.28,1679.1399999999999,0.40457110364734167,0.3768269235402682,21,22.26,0.005363312628601443,1.06,1.05,0.95,0.21000000000000008,Healthy,Monitor
2025-10,LOC006,Hamilton,Hamilton,Ontario,Suburban,P013,Iced Tea,Beverages,Cold,Northern Supply Co,1328,319,5139.67,159.05,1858.39,431.73,92.51,599.29,2981.92,2981.92,2157.75,0.4198226734401236,0.361577688839945,26,30.16,0.005868081024657225,1.16,1.15,0.87,0.20999999999999996,Healthy,Monitor
2025-10,LOC006,Hamilton,Hamilton,Ontario,Suburban,P014,Coffee,Beverages,Hot,Northern Supply Co,1521,259,4116.27,127.3,1211.2,345.77,74.09,479.96,2111.02,2111.02,2005.2500000000005,0.4871522033297136,0.2942469760244104,30,19.8,0.004810180090227317,0.66,0.65,1.54,0.10999999999999999,Healthy,Monitor
2025-10,LOC006,Hamilton,Hamilton,Ontario,Suburban,P015,Fresh Juice,Beverages,Cold,Green Harvest Produce,1034,317,5004.87,154.79,2800.65,420.41,90.09,583.57,3894.71,3894.7200000000003,1110.1499999999996,0.2218139532095738,0.5595849642448256,18,40.5,0.008092118276798399,2.25,2.21,1.81,0.6499999999999999,Watchlist,Medium Priority
2025-10,LOC006,Hamilton,Hamilton,Ontario,Suburban,P016,French Fries,Sides,Potato,Maple Fresh Foods,1196,360,5729.33,238.71,2217.62,601.58,108.86,668.04,3596.1,3596.1,2133.23,0.37233498506806206,0.38706445605332557,29,44.37,0.007744361033489081,1.53,1.51,1.32,0.22999999999999998,Healthy,Monitor
2025-10,LOC006,Hamilton,Hamilton,Ontario,Suburban,P017,Rice Pilaf,Sides,Rice,Maple Fresh Foods,1015,273,4374.97,182.38,1624.31,459.37,83.12,510.12,2676.92,2676.9199999999996,1698.0500000000006,0.38812837573743375,0.3712734030176207,25,33.0,0.007542908865660792,1.32,1.3,1.54,0.21999999999999997,Healthy,Monitor
2025-10,LOC006,Hamilton,Hamilton,Ontario,Suburban,P018,Mashed Potatoes,Sides,Potato,Maple Fresh Foods,974,278,4478.86,186.6,1735.83,470.28,85.1,522.24,2813.45,2813.45,1665.4099999999999,0.3718379230429172,0.38756067392148896,24,35.28,0.007877004416302364,1.47,1.46,0.68,0.21999999999999997,Healthy,Monitor
2025-10,LOC006,Hamilton,Hamilton,Ontario,Suburban,P019,Mac and Cheese,Sides,Pasta,Maple Fresh Foods,831,302,4778.5599999999995,199.13,2245.41,501.75,90.79,557.18,3395.13,3395.1299999999997,1383.4299999999998,0.28950771780620105,0.4698926036295453,20,44.6,0.009333355655260164,2.23,2.21,0.9,0.3799999999999999,Watchlist,Medium Priority
2025-10,LOC006,Hamilton,Hamilton,Ontario,Suburban,P020,Dinner Roll,Sides,Bakery,Maple Fresh Foods,1139,172,2722.63,113.48,979.53,285.88,51.73,317.46,1634.59,1634.6,1088.0300000000002,0.3996246276578162,0.3597734543437779,27,19.17,0.007040986105346669,0.71,0.7,1.43,0.10999999999999999,Healthy,Monitor
2025-10,LOC006,Hamilton,Hamilton,Ontario,Suburban,P021,Chocolate Brownie,Desserts,Baked,Maple Fresh Foods,320,97,1517.07,79.9,530.06,143.36,24.27,176.89,874.59,874.5799999999999,642.49,0.42350715524003507,0.3493971932738766,7,9.59,0.0063213958485765324,1.37,1.35,1.48,0.2200000000000002,Healthy,Monitor
2025-10,LOC006,Hamilton,Hamilton,Ontario,Suburban,P022,Cheesecake Slice,Desserts,Cake,Maple Fresh Foods,280,97,1593.27,84.0,645.2,150.56,25.49,185.78,1007.03,1007.03,586.24,0.3679476799287001,0.4049533349651974,7,13.3,0.008347612143578929,1.9,1.88,1.06,0.25,Healthy,Monitor
2025-10,LOC006,Hamilton,Hamilton,Ontario,Suburban,P023,Fruit Parfait,Desserts,Cold,Green Harvest Produce,271,92,1413.3899999999999,74.43,626.0,133.57,22.61,164.8,946.98,946.98,466.40999999999985,0.32999384458641984,0.44290677024741937,6,11.46,0.008108165474497487,1.91,1.88,1.6,0.51,Healthy,Monitor
2025-10,LOC006,Hamilton,Hamilton,Ontario,Suburban,P024,Cookie Pack,Desserts,Baked,Maple Fresh Foods,347,88,1315.44,69.14,487.24,124.31,21.05,153.38,785.98,785.9799999999999,529.4600000000002,0.4024965030712158,0.37040077844675545,8,9.28,0.007054673721340388,1.16,1.15,0.87,0.20999999999999996,Healthy,Monitor
2025-10,LOC006,Hamilton,Hamilton,Ontario,Suburban,P025,Takeout Container,Disposables,Packaging,TrueServe Packaging,1037,31,513.34,5.22,224.48,10.78,5.13,59.86,300.25,300.25,213.09000000000003,0.4151049986363814,0.4372930221685432,17,3.06,0.005960961545953949,0.18,0.18,0.0,0.0,Healthy,Monitor
2025-10,LOC006,Hamilton,Hamilton,Ontario,Suburban,P026,Drink Lid,Disposables,Packaging,TrueServe Packaging,1062,31,210.28,2.12,63.72,4.42,2.1,24.52,94.75,94.75999999999999,115.52000000000001,0.5493627544226746,0.30302453871029106,15,0.75,0.0035666730074186796,0.05,0.05,0.0,0.0,Healthy,Monitor
2025-10,LOC006,Hamilton,Hamilton,Ontario,Suburban,P027,Napkin Pack,Disposables,Supplies,TrueServe Packaging,994,31,147.60999999999999,1.49,35.89,3.1,1.48,17.21,57.67,57.68,89.92999999999998,0.6092405663572927,0.243140708624077,17,0.51,0.00345505047083531,0.03,0.03,0.0,0.0,Healthy,Monitor
2025-10,LOC006,Hamilton,Hamilton,Ontario,Suburban,P028,Cutlery Set,Disposables,Supplies,TrueServe Packaging,956,31,331.22,3.3200000000000003,103.4,6.96,3.31,38.62,152.29,152.29,178.93000000000004,0.5402149628645614,0.31217921623090394,15,1.35,0.004075840830867701,0.09,0.09,0.0,0.0,Healthy,Monitor
2025-10,LOC007,Ottawa,Ottawa,Ontario,Urban,P001,Grilled Chicken Breast,Proteins,Chicken,Prime Protein Partners,794,633,11425.97,476.09,10198.05,1864.72,251.37,1256.86,13571.0,13571.0,-2145.0300000000007,-0.18773285769173215,0.8925325377188983,28,285.04,0.024946678487690763,10.18,9.81,3.77,5.38,Low Margin,Medium Priority
2025-10,LOC007,Ottawa,Ottawa,Ontario,Urban,P002,Beef Striploin,Proteins,Beef,Prime Protein Partners,652,660,11886.27,495.21,12025.37,1939.84,261.5,1307.49,15534.2,15534.2,-3647.9300000000003,-0.3069028383168143,1.0117025778482232,22,322.08,0.027096810016935504,14.64,14.1,3.83,7.74,Low Margin,Medium Priority
2025-10,LOC007,Ottawa,Ottawa,Ontario,Urban,P003,Salmon Fillet,Proteins,Fish,Prime Protein Partners,594,610,11114.05,463.01,11220.91,1813.81,244.51,1222.55,14501.78,14501.779999999999,-3387.7299999999996,-0.30481507641228894,1.0096148568703578,19,285.38,0.02567740832549791,15.02,14.47,3.8,7.92,Low Margin,Medium Priority
2025-10,LOC007,Ottawa,Ottawa,Ontario,Urban,P004,Turkey Slices,Proteins,Turkey,Prime Protein Partners,678,501,9105.85,379.37,7581.67,1486.07,200.33,1001.64,10269.72,10269.71,-1163.8599999999988,-0.12781453680875468,0.8326152967597753,21,186.9,0.020525266724138878,8.9,8.57,3.85,4.7,Low Margin,Medium Priority
2025-10,LOC007,Ottawa,Ottawa,Ontario,Urban,P005,Tofu Cubes,Proteins,Plant,Maple Fresh Foods,542,343,6238.73,259.85,2500.2,1018.16,137.25,686.26,4341.88,4341.87,1896.8599999999997,0.30404585548661345,0.40075464076823325,17,62.39,0.010000432780389598,3.67,3.63,1.1,0.5699999999999998,Healthy,Monitor
2025-10,LOC007,Ottawa,Ottawa,Ontario,Urban,P006,Mixed Greens,Produce,Leafy,Green Harvest Produce,845,364,6549.0599999999995,202.49,3322.46,868.41,130.98,720.4,5042.25,5042.249999999999,1506.8100000000004,0.2300803474086358,0.5073186075558935,26,81.38,0.012426210784448456,3.13,3.06,2.29,1.0299999999999998,Watchlist,Medium Priority
2025-10,LOC007,Ottawa,Ottawa,Ontario,Urban,P007,Cherry Tomatoes,Produce,Tomatoes,Green Harvest Produce,773,289,5241.25,162.02,2658.32,694.99,104.83,576.54,4034.67,4034.6800000000003,1206.5699999999997,0.23020653470069158,0.5071919866444073,26,70.98,0.013542570951585977,2.73,2.67,2.25,0.9299999999999999,Watchlist,Medium Priority
2025-10,LOC007,Ottawa,Ottawa,Ontario,Urban,P008,Avocado Slices,Produce,Avocado,Green Harvest Produce,633,303,5520.07,170.6,3459.12,731.96,110.4,607.21,4908.69,4908.69,611.3800000000001,0.1107558418643242,0.6266442273376969,18,78.48,0.014217211013628451,4.36,4.26,2.35,1.4600000000000004,Low Margin,Medium Priority
2025-10,LOC007,Ottawa,Ottawa,Ontario,Urban,P009,Roasted Vegetables,Produce,Hot Veg,Green Harvest Produce,729,292,5296.44,163.77,3061.99,702.31,105.93,582.61,4452.83,4452.839999999999,843.6000000000004,0.15927679724494195,0.5781222859128018,21,70.35,0.013282506740376555,3.35,3.27,2.45,1.15,Low Margin,Medium Priority
2025-10,LOC007,Ottawa,Ottawa,Ontario,Urban,P010,Fruit Cup,Produce,Fruit,Green Harvest Produce,619,199,3596.7,111.11,2308.71,476.92,71.93,395.64,3253.2,3253.2,343.5,0.09550421219451163,0.6418967386771207,21,62.16,0.017282508966552673,2.96,2.89,2.42,1.01,Low Margin,Medium Priority
2025-10,LOC007,Ottawa,Ottawa,Ontario,Urban,P011,Bottled Water,Beverages,Cold,Northern Supply Co,1904,307,5579.03,113.93,1964.9,455.25,100.42,613.69,3134.27,3134.26,2444.7699999999995,0.43820700014160163,0.35219384014783933,27,23.22,0.004162013826776339,0.86,0.85,1.18,0.20999999999999996,Healthy,Monitor
2025-10,LOC007,Ottawa,Ottawa,Ontario,Urban,P012,Sparkling Water,Beverages,Cold,Northern Supply Co,1666,315,5698.03,116.31,2120.85,464.96,102.56,626.78,3315.16,3315.1499999999996,2382.88,0.4181936564040555,0.3722075875346392,25,26.5,0.004650730164635848,1.06,1.05,0.95,0.21000000000000008,Healthy,Monitor
2025-10,LOC007,Ottawa,Ottawa,Ontario,Urban,P013,Iced Tea,Beverages,Cold,Northern Supply Co,1803,387,7050.04,143.93,2507.59,575.28,126.9,775.5,3985.28,3985.27,3064.77,0.4347166824585392,0.35568450675457164,24,27.84,0.003948913765028284,1.16,1.15,0.87,0.20999999999999996,Healthy,Monitor
2025-10,LOC007,Ottawa,Ottawa,Ontario,Urban,P014,Coffee,Beverages,Hot,Northern Supply Co,2044,309,5588.6900000000005,114.07000000000001,1619.62,456.04,100.6,614.76,2791.01,2791.0199999999995,2797.670000000001,0.5005949515897287,0.28980315601688406,30,19.8,0.003542869617030109,0.66,0.65,1.54,0.10999999999999999,Healthy,Monitor
2025-10,LOC007,Ottawa,Ottawa,Ontario,Urban,P015,Fresh Juice,Beverages,Cold,Green Harvest Produce,1417,382,6929.44,141.39,3830.93,565.44,124.73,762.24,5283.34,5283.339999999999,1646.1000000000004,0.23755166362649802,0.552848426424069,22,49.5,0.007143434390080584,2.25,2.21,1.81,0.6499999999999999,Watchlist,Medium Priority
2025-10,LOC007,Ottawa,Ottawa,Ontario,Urban,P016,French Fries,Sides,Potato,Maple Fresh Foods,1623,433,7855.83,242.92000000000002,2994.25,801.29,149.26,864.14,4808.94,4808.9400000000005,3046.8899999999994,0.3878508063438236,0.3811500503447758,31,47.43,0.006037554274977946,1.53,1.51,1.32,0.22999999999999998,Healthy,Monitor
2025-10,LOC007,Ottawa,Ottawa,Ontario,Urban,P017,Rice Pilaf,Sides,Rice,Maple Fresh Foods,1360,326,5923.19,183.2,2167.82,604.17,112.54,651.55,3536.08,3536.08,2387.1099999999997,0.4030108775845448,0.36598859736054395,28,36.96,0.006239880875001478,1.32,1.3,1.54,0.21999999999999997,Healthy,Monitor
2025-10,LOC007,Ottawa,Ottawa,Ontario,Urban,P018,Mashed Potatoes,Sides,Potato,Maple Fresh Foods,1312,336,6095.95,188.53,2325.46,621.79,115.82,670.55,3733.63,3733.62,2362.33,0.38752450397394994,0.38147622601891423,25,36.75,0.006028592754205662,1.47,1.46,0.68,0.21999999999999997,Healthy,Monitor
